Orientation Sensor Raw Data Test

Current Temperature: 29 C

Calibration status values: 0=uncalibrated, 3=fully calibrated
accelerometer_x	accelerometer_y	accelerometer_z	magnetometer_x	magnetometer_y	magnetometer_z	euler_x	euler_y	euler_z	linearAcceleration_x	linearAcceleration_y	linearAcceleration_z	gravity_x	gravity_y	gravity_z	quaternion_w	quaternion_y	quaternion_x	quaternion_z	calibration_system	calibration_gyro	calibration_accel	calibration_mag
-0.02	-5.90	-16.59	18.06	11.25	7.06	285.06	-26.31	69.44	4.32	2.32	-19.68	-4.34	-8.22	3.08	0.6294	-0.1243	-0.5740	0.5089	3	0	0	3
1.03	-7.83	-28.81	23.00	8.00	1.56	256.31	-23.19	67.44	4.90	0.48	-32.26	-3.86	-8.32	3.45	0.4686	-0.2726	-0.4939	0.6798	3	0	0	3
1.38	-4.64	-23.41	22.69	0.37	-7.38	211.81	-35.75	64.50	6.93	1.99	-27.60	-5.73	-7.18	3.41	0.1913	-0.3381	-0.4592	0.7989	3	0	0	3
-39.22	-39.22	-20.42	17.50	0.06	-14.88	184.56	-28.87	68.25	-34.48	-31.25	-24.30	-4.73	-7.97	3.18	-0.0361	-0.3620	-0.0745	0.9285	3	0	0	3
5.50	0.39	-20.89	-10.25	-17.69	-11.88	161.81	10.94	9.38	3.64	1.96	-30.39	1.86	-1.57	9.49	-0.1426	-0.0732	0.1393	0.9772	3	0	0	3
8.84	-2.74	-7.73	-9.56	-11.88	-17.00	174.50	28.31	25.56	4.84	-0.45	-11.26	4.75	-3.78	7.69	-0.0235	-0.2026	0.2697	0.9411	3	0	0	3
1.77	-0.86	-0.43	-7.38	-11.50	-17.75	190.00	24.87	22.44	-0.85	1.78	-8.24	4.13	-3.40	8.21	0.1063	-0.1970	0.1884	0.9562	3	0	0	3
2.77	-2.44	0.04	2.00	-10.75	-19.69	205.75	16.31	18.75	0.01	0.58	-8.86	2.76	-3.03	8.90	0.2424	-0.1838	0.0687	0.9501	3	0	0	3
-39.18	-39.16	38.42	12.75	-8.38	-15.75	214.38	-25.81	24.31	-34.91	-35.52	30.37	-4.27	-3.63	8.04	0.3066	-0.0609	-0.2053	0.9274	2	0	0	3
3.55	-2.36	-17.86	12.25	-17.06	-9.56	208.25	-1.37	-8.13	3.79	-3.75	-27.56	-0.24	1.39	9.70	0.2307	0.0469	0.0169	0.9717	2	0	0	3
2.70	-7.46	-17.18	8.00	-14.75	-15.50	204.50	3.38	12.13	2.11	-5.40	-26.75	0.58	-2.06	9.56	0.2165	-0.1393	-0.0088	0.9662	2	0	0	3
-34.28	-39.22	18.65	8.38	-9.69	-18.56	198.19	-28.12	34.38	-33.62	-34.61	10.94	-5.59	-4.61	6.59	0.0349	-0.1852	-0.4283	0.8837	2	0	0	3
-4.26	14.00	-39.22	-2.00	-20.87	-9.19	174.88	0.12	-20.19	4.53	7.76	-48.50	-0.20	3.17	9.27	0.0049	0.1503	-0.0478	0.9875	2	0	0	3
9.34	1.20	-26.73	3.75	-20.50	-10.00	197.69	7.06	-13.63	6.66	-1.36	-31.04	1.20	2.29	9.45	0.1791	0.0985	0.1144	0.9722	2	0	0	3
16.22	0.91	1.59	5.56	-18.69	-11.56	221.19	19.50	-18.25	-7.98	-18.06	1.37	3.28	2.89	8.77	0.3380	0.1395	0.3239	0.8726	2	0	0	3
-21.75	33.72	-39.22	23.19	-5.50	-0.19	246.88	-20.62	31.81	-5.18	30.61	-47.02	-3.46	-4.83	7.79	0.4803	-0.1047	-0.3103	0.8137	2	0	0	3
4.14	-6.62	-35.90	20.69	-3.06	-12.25	217.50	-21.12	48.75	6.82	-0.25	-35.98	-3.54	-6.87	6.02	0.2529	-0.3427	-0.3153	0.8480	2	0	0	3
1.81	-3.58	-31.56	16.25	-0.19	-17.25	197.88	-20.75	69.25	5.29	4.99	-34.81	-3.47	-8.57	3.24	0.1030	-0.5314	-0.2839	0.7914	2	0	0	3
0.59	-4.25	-14.00	12.00	9.25	-18.06	178.25	-19.31	93.06	5.23	2.03	-13.06	-3.24	-9.23	-0.49	-0.0399	-0.7039	-0.2247	0.6727	3	0	0	3
-2.09	-4.97	-8.13	9.19	12.75	-16.19	158.19	-27.56	80.87	2.44	3.61	-9.50	-4.52	-8.50	1.85	-0.1564	-0.5790	-0.1774	0.7803	3	0	0	3
-0.76	-3.42	-8.19	3.25	0.06	-22.37	159.06	-25.81	43.44	-0.98	-1.83	-14.43	-4.27	-6.06	6.40	-0.1647	-0.3386	-0.1880	0.9071	3	0	0	3
-39.21	-39.22	11.27	4.00	-10.00	-19.69	165.44	-34.81	5.63	-33.61	-38.43	3.27	-5.21	-0.02	8.30	-0.0483	0.2615	-0.1384	0.9540	3	0	0	3
-4.56	3.85	-36.75	3.00	-22.69	3.75	193.06	-17.44	-33.44	-1.62	-1.30	-44.55	-2.46	5.70	7.58	0.1666	0.2923	-0.0733	0.9388	3	0	0	3
4.31	-1.28	-15.75	12.25	-20.19	-3.25	229.25	-8.19	-24.87	5.63	-5.05	-24.03	-1.40	4.09	8.80	0.4485	0.2070	0.0535	0.8678	3	0	0	3
5.58	0.41	-27.82	17.06	-13.69	-11.50	258.63	17.06	-28.75	2.69	-4.09	-36.04	2.88	4.50	8.21	0.6314	0.0568	0.3099	0.7086	3	0	0	3
7.69	1.99	-12.53	7.88	-9.56	-18.50	286.06	35.38	-40.19	2.01	-3.16	-18.63	5.68	5.16	6.10	0.7364	-0.0948	0.4400	0.5051	3	0	0	3
20.24	16.69	-30.74	2.00	-4.06	-23.25	317.50	33.00	-51.63	13.36	11.45	-36.62	5.32	6.57	4.96	0.8272	-0.1830	0.4741	0.2398	3	0	0	3
4.87	2.24	-28.96	-6.56	-1.19	-22.06	354.88	35.31	-60.13	-0.79	-4.69	-32.93	5.67	6.93	3.97	0.8278	-0.3630	0.4278	0.0073	3	0	0	3
